,Symbol,Start,End,Label,Market.Cap,Sector,Income,Sales,Employees,price.to.earnings,Price.Earnings.to.Growth,Price.to.Sales.Ratio,Price.to.Book,Price.to.free.cash.flow,debt.to.equity,EPS..ttm.,Inst.Own,ROE,ROI,Profit.Margin,Shs.Outstand,Beta
2285,TTWO,201.85,180.83,DOWN,19814642752,Technology,161800000,3790000000,7799,62.06,2.1,4.21,1.33,166.77,0.34,1.52,0.912,0.031,0.112,0.043,166690000,0.79
2286,TURN,6.49,7.29,UP,58093392,Finance,-24100000,2400000,7,0,0,23.56,0.65,0,0,-2.33,0.242,-0.239,-0.032,0,10370000,0.86
2287,TUSK,4.38,1.82,DOWN,283873620,Industrials,-18700000,316400000,783,0,0,0.82,0.55,0,0.21,-0.4,0.74,-0.041,-0.189,-0.059,47310000,2.03
2288,TVTX,27,30.31,UP,1407713357,Health Care,-264200000,213400000,310,0,0,5.93,12.96,0,3.72,-4.18,0,-1.377,-0.307,0,64030000,0.52
2289,TW,62.24,100.14,UP,11473866627,Finance,269200000,1170000000,1046,43.63,3.21,11.16,2.38,34.67,0,1.29,0.958,0.064,0.056,0.259,205720000,0.94
2290,TWIN,7.65,10.93,UP,185621683,Industrials,8100000,242900000,761,16.85,2.11,0.58,1.04,0,0.32,0.6,0.594,0.063,0.053,0.033,13390000,1.21
2291,TWNK,14.45,20.32,UP,3604202282,Consumer Staples,127800000,1260000000,2600,30.52,2.34,3.14,2.2,31.43,0.63,0.92,0,0.074,0.057,0.102,137910000,0.59
2292,TWOU,39.1,20.5,DOWN,485057452,Consumer Discretionary,-316000000,970800000,3982,0,0,0.54,0.86,2598.07,1.53,-4.16,0.959,-0.426,-0.083,-0.326,77060000,0.99
2293,TWST,132.93,78.59,DOWN,1866196081,Health Care,-208000000,184200000,652,0,0,8.45,1.95,0,0,-3.96,0,-0.288,-0.259,0,56290000,1.14
2294,TXG,140.56,150.88,UP,3080224312,Health Care,-142500000,497900000,1239,0,0,6.7,4.41,0,0,-1.26,0.938,-0.178,-0.069,-0.286,113580000,0
2295,TXMD,62,18.43,DOWN,59548084,Health Care,-27100000,92000000,416,0,0,0.58,0,0,0,-3.94,0.427,0.342,-1.476,-0.295,8750000,1.49
2296,TXN,162.22,189.41,UP,1.46E+11,Technology,8890000000,20190000000,31000,17.28,1.73,7.31,10.38,87.52,0.55,9.55,0.882,0.635,0.371,0.44,913000000,0.98
2297,TXRH,74.26,90.44,UP,6589736878,Consumer Discretionary,263000000,3900000000,73300,25.44,1.57,1.67,7.03,36.24,0,3.84,0,0.251,0.222,0.066,67650000,0.96
2298,TZOO,8.71,9.67,UP,65584895,Consumer Discretionary,900000,65700000,214,88.85,4.49,0.99,49.27,0,0,0.06,0.327,-8.19,-0.121,0.075,12510000,1.42
2299,UAL,41.63,44.13,UP,14191937144,Consumer Discretionary,-752000000,40750000000,90800,0,0,0.34,2.83,7.67,6.46,-2.38,0.643,-0.172,-0.011,-0.018,326800000,1.35
2300,UBCP,13.01,16.61,UP,90255087,Finance,8800000,24800000,124,9.37,1.03,3.53,1.42,46.09,0.41,1.61,0.087,0.134,0.232,0.356,5490000,0.26
2301,UBFO,6.81,8.21,UP,117025431,Finance,13700000,44400000,119,8.56,0,2.67,1.07,22.33,0.1,0.8,0.326,0.096,0.231,0.25,17040000,0.63
2302,UBSI,32.28,36.32,UP,5714111214,Finance,353700000,889400000,2966,16.14,2.02,6.31,1.28,9.14,0.06,2.63,0.723,0.075,0.134,0.385,134620000,1.12
2303,UBX,56.9,13.8,DOWN,38459322,Health Care,-59200000,5000000,65,0,0,6.17,3.65,0,0.5,-0.95,0.26,-1.139,-0.696,0,69250000,0.61
2304,UCBI,28.16,35.52,UP,4110625978,Finance,239800000,716100000,2822,16.09,16.09,5.55,1.57,9.37,0.13,2.33,0.862,0.101,0.214,0.329,106610000,1.03
2305,UCL,11,5.1,DOWN,24550318,Consumer Discretionary,-36700000,70500000,491,0,0,0.27,3.42,0,1,-1.26,0.236,-1.899,-1.981,-0.52,28980000,0
2306,UCTT,33.82,57.47,UP,1415629212,Technology,58000000,2420000000,7066,25.5,1.28,0.58,1.7,0,0.65,1.25,0.865,0.145,0.118,0.051,45200000,1.96
2307,UEIC,50.97,40.81,DOWN,258898774,Consumer Staples,-7200000,572100000,3945,0,0,0.46,1.02,0,0.33,-0.55,0.944,-0.026,0.019,-0.013,12660000,1.09
2308,UFCS,24.87,23.5,DOWN,685624356,Finance,66000000,985600000,1086,11.06,1.11,0.72,0.91,0,0.06,2.56,0.657,0.08,0.09,0.067,25150000,0.03
2309,UFPI,54.71,91.06,UP,4414637834,Basic Materials,0,9730000000,15000,6.42,0.38,0.45,1.88,0,0.14,11.1,0.857,0,0.243,0,60210000,1.45
2310,UFPT,45.58,71.29,UP,709740608,Health Care,20800000,272700000,1828,40.77,0,3.12,4.06,0,0.48,2.73,0.891,0.105,0.059,0.076,7560000,0.72
2311,UG,14.55,16.7,UP,65239330,Consumer Discretionary,3700000,14400000,22,15.46,0,3.93,5.89,70.66,0,0.8,0.274,0.351,0.454,0.256,4590000,0.52
2312,UGRO,6,10.16,UP,42867271,Industrials,-3000000,74600000,35,0,0,0.57,0.91,0,0,-0.29,0.264,-0.063,0.001,-0.04,10550000,0
2313,UHAL,444.7,722.74,UP,11306438794,Consumer Discretionary,1110000000,5860000000,15456,9.05,0.6,1.74,1.62,0,1,56.72,0.37,0.186,0.107,0.19,19610000,0.93
2314,UIHC,5.72,4.24,DOWN,17628459,Finance,-118800000,535400000,472,0,0,0.03,0.09,0,0.93,-2.76,0.184,-0.449,-0.128,-0.222,43050000,0.65
2315,UK,120.3,13.47,DOWN,5472222,Consumer Discretionary,-264000000,116900000,513,0,0,0.04,0.4,0,0.97,-58.87,0.59,-1.786,-4.308,0,4370000,0
2316,ULBI,6.49,6.02,DOWN,79857697,Technology,-1000000,119500000,560,0,0,0.65,0.65,0,0.2,-0.06,0.644,-0.009,0,-0.009,16130000,1.21
2317,ULH,20.74,18.68,DOWN,850867037,Industrials,151400000,2020000000,8004,5.97,1.99,0.41,2.45,27.67,1.13,5.7,0.245,0.292,0.081,0.046,26450000,1.14
2318,UMBF,68.64,106.4,UP,4003178153,Finance,410000000,992300000,3529,9.77,0,4.02,1.57,5.89,0.15,8.41,0.915,0.148,0.211,0.413,48300000,0.85
2319,UMPQ,15.1,19.33,UP,4345401060,Finance,342100000,1040000000,4000,12.71,1.27,4.15,1.8,5.19,0.48,1.57,0.901,0.133,0.263,0.33,217050000,0.95
2320,UNAM,4.73,3.34,DOWN,7740723,Finance,-12000000,31000000,38,0,0,0.22,0.33,0,0,-2.25,0.183,-0.41,-0.338,-0.386,5300000,0.29
2321,UNB,25.41,28.61,UP,110392632,Finance,12700000,40000000,194,8.51,0,2.67,1.8,2.61,0.27,2.82,0.128,0.171,0.329,0.318,4490000,0.78
2322,UNIT,11.66,14.09,UP,1872126102,Real Estate,184400000,1120000000,754,9.67,0.28,1.42,0,0,0,0.69,0.879,-0.087,0.181,0.164,235660000,1.17
2323,UNTY,17.53,26.01,UP,301763006,Finance,38200000,92700000,208,7.86,0,3.21,1.34,20.5,0.05,3.59,0.523,0.175,0.3,0.396,10500000,1.06
2324,UONE,4.16,4.64,UP,281497248,Consumer Discretionary,0,473590000,825,5.65,0,0.43,0.97,0,0,0.95,0.3962,0,0,0,11970000,0
2325,UONEK,1.2,3.46,UP,234834430,Consumer Discretionary,51900000,473600000,825,4.92,0,0.46,0.91,3.34,0,0.94,0.423,0.201,0.091,0.11,50810000,0.85
2326,UPLD,45.83,18.63,DOWN,254542132,Technology,-57700000,310700000,865,0,0,0.65,0.65,5.08,1.66,-1.86,0.695,-0.183,-0.032,-0.186,31380000,0.77
2327,UPST,43.99,155.43,UP,1900289350,Finance,90900000,1070000000,1497,18.98,0.63,1.36,1.89,0,0,0.9,0.46,0.115,0.095,0.085,83830000,0
2328,URBN,24.55,30.05,UP,2216796412,Consumer Discretionary,220800000,4700000000,9660,9.96,0,0.45,1.23,0,0,2.27,0.828,0.128,0.18,0.047,93040000,1.37
2329,URGN,17.99,9.9,DOWN,267883396,Health Care,-113700000,57700000,201,0,0,4.36,0,0,0,-5.05,0.731,0,0,0,22700000,0.94
2330,USAP,7.45,7.83,UP,65519916,Industrials,-6000000,189100000,558,0,0,0.36,0.3,0,0.39,-0.67,0.618,-0.027,0.003,-0.032,8970000,1.18
2331,USAU,15.5,8.72,DOWN,31145226,Basic Materials,-12300000,0,4,0,0,0,1.55,0,0,-1.68,0.096,-0.554,0,0,8350000,1.45
2332,USEG,3.74,3.22,DOWN,76006510,Energy,-4700000,26100000,23,0,0,2.66,0.89,19.27,0,-0.44,0.297,-0.103,-0.101,-0.178,24920000,0.94
2333,USIO,2.75,4.62,UP,51887727,Technology,-3400000,67600000,108,0,0,0.7,2.66,12.07,0.01,-0.17,0.29,-0.196,-0.017,-0.05,20320000,1.84
2334,USLM,115.2,127.07,UP,706478485,Industrials,42200000,224000000,308,17.56,0,3.3,2.38,27.45,0,7.44,0.261,0.144,0.133,0.189,5670000,0.71
2335,UTHR,153.94,215.18,UP,10459190347,Health Care,630800000,1790000000,965,20.03,1.16,6.79,2.78,18.64,0.19,13.2,0.992,0.155,0.092,0.353,45400000,0.59
2336,UTMD,83.74,100.4,UP,324889976,Health Care,15300000,50400000,178,20.43,0,6.13,2.89,32.51,0,4.18,0.699,0.141,0.136,0.304,3640000,0.3
2337,UTSI,5.84,3.45,DOWN,35957410,Telecommunications,-7800000,14700000,238,0,0,2.24,0.59,3.47,0,-0.86,0.034,-0.11,-0.126,-0.527,9050000,0.76
2338,UVSP,20.49,30.06,UP,822016995,Finance,71700000,227100000,920,11.35,2.84,3.53,1.07,8.94,0.13,2.42,0.74,0.094,0.202,0.316,29290000,0.93
2339,UXIN,8.9,14.1,UP,189838127,Consumer Discretionary,11800000,271800000,814,0,0,0.51,0,0,0,-3.83,0.387,-0.043,1.421,0.043,45680000,0.77
2340,VALU,31.22,47.04,UP,477755524,Finance,22400000,40300000,140,26.93,0,15.32,7.56,0,0,2.35,0.075,0.284,0.079,0.555,9480000,0.55
2341,VANI,7.05,5.1,DOWN,92321919,Health Care,-9100000,0,15,0,0,0,0.34,0,0,-0.69,0.067,-0.136,0,0,50730000,2.56
2342,VBFC,32.44,58,UP,73166658,Finance,9300000,26700000,146,8.25,0,2.88,1.28,3.88,0.24,6.3,0.107,0.168,0.29,0.388,1480000,0.6
2343,VBIV,2.93,2.4,DOWN,185325578,Health Care,-101600000,700000,149,0,0,226.25,1.48,0,0.28,-0.39,0.462,-0.754,-0.395,0,258260000,1.82
2344,VBLT,1.99,1.93,DOWN,9916898,Health Care,-35500000,600000,41,0,0,13.61,0.26,0,0,-0.47,0.205,-0.787,-0.575,0,77400000,0.64
2345,VBTX,25.47,39.81,UP,1711419600,Finance,147900000,382100000,690,11.11,1.59,4.43,1.17,13.39,0.16,2.8,0.987,0.103,0.159,0.37,53950000,1.47
2346,VC,122.85,110.22,DOWN,3676855383,Consumer Discretionary,121000000,3480000000,10000,31.8,0,1.06,6.83,1849.35,0.63,4.24,0,0.226,0.06,0.035,28100000,1.78
2347,VCEL,30.93,40.11,UP,1268615721,Health Care,-16500000,155200000,281,0,0,5.27,4.76,66.48,0,-0.35,0,-0.098,-0.045,-0.106,47120000,1.99
2348,VCNX,2.09,1.09,DOWN,25321114,Health Care,-19800000,50000,39,0,0,473.59,2.2,0,0.02,-0.56,0.464,-1.707,-2.807,0,42660000,1.29
2349,VCTR,24.91,36.42,UP,1993904543,Finance,294400000,901400000,485,7.19,0.59,2.16,1.9,6.29,0.98,4,0.849,0.308,0.144,0.327,68520000,1.2
2350,VCYT,47.34,41.45,DOWN,1452991135,Health Care,-48700000,268400000,761,0,0,6,1.55,0,0,-0.69,0,-0.045,-0.069,-0.181,71480000,1.28
2351,VECO,17.76,28.45,UP,930796717,Technology,40200000,623600000,1091,26.47,0,1.5,2.14,33.12,0.65,0.69,0,0.095,0.086,0.064,51430000,1.27
2352,VEON,1.57,1.72,UP,543803710,Telecommunications,186000000,7890000000,44585,3.62,0,0.11,1.12,1.59,21.29,0.1,0.192,0.985,0.114,0.056,1750000000,1.44
2353,VERB,1.69,1.29,DOWN,23968849,Technology,-28000000,10700000,107,0,0,1.64,0.68,0,0.21,-0.37,0.073,-1.672,-2.296,0,96950000,0.64
2354,VERI,26.49,22.86,DOWN,267038840,Technology,-52700000,146400000,546,0,0,1.4,2.76,227.1,2.79,-1.51,0.471,-0.634,-0.249,-0.36,36080000,2.92
2355,VERO,1.73,1.75,UP,14532025,Health Care,-33300000,110900000,407,0,0,0.13,0.61,0,3.4,-0.56,0.792,-1.069,-0.123,-0.3,64130000,1.81
2356,VERU,8.05,6.01,DOWN,973782830,Health Care,-47000000,52400000,252,0,0,22.45,10.19,0,0.13,-0.59,0.557,-0.34,0.098,-0.898,80090000,-0.2
2357,VERX,33.86,16.38,DOWN,2690818312,Technology,-10400000,456600000,1300,0,0,5.46,10.89,71.58,0.24,-0.07,0.661,-0.046,-0.002,-0.023,149490000,0
2358,VERY,9.73,7.12,DOWN,105612500,Finance,-17400000,172300000,469,0,0,0.58,0.74,0,0.24,-1.17,0.778,-0.109,-0.085,-0.101,14880000,0
2359,VEV,3.87,3.49,DOWN,50495251,Industrials,0,23360000,60,0,0,1.76,1.2,0,0,-0.1,0.0176,0,0,0,34890000,0
2360,VGFC,4.46,0.75,DOWN,13681194,Basic Materials,0,11630000,271,0,0,0.76,0.28,0,0,-0.38,0.0077,0,0,0,118470000,0
2361,VIA,9.58,11.45,UP,111162940,Utilities,12400000,422500000,169,9.09,0,0.58,1.76,107.43,1.81,0.78,0.392,0.199,0.003,0.029,15740000,0.97
2362,VIAV,14.74,17.66,UP,3426278781,Technology,15500000,1290000000,3600,172.03,11.47,1.78,3.43,21.75,1.04,0.06,0.993,0.021,0.024,0.012,227300000,0.82
2363,VICR,90.22,126.06,UP,2111222976,Technology,32600000,383900000,1027,66.37,3.32,5.18,4.75,0,0,0.72,0.59,0.109,0.131,0.121,43970000,1.04
2364,VIEW,10.91,4.03,DOWN,278419523,Consumer Discretionary,-338500000,80600000,895,0,0,3.1,0.67,0,0,-1.59,0.862,-0.762,-0.716,0,214250000,0
2365,VINC,20,10,DOWN,23520644,Health Care,-65800000,0,56,0,0,0,0.26,0,0,-3.36,0.673,-0.723,0,0,21000000,0
2366,VIOT,5.24,2.43,DOWN,60885308,Consumer Discretionary,-13200000,551400000,1470,0,0,0.06,0.27,0,0.07,-0.19,0.052,-0.059,0.035,-0.024,69620000,0.84
2367,VIR,26.75,40.62,UP,2933286672,Health Care,1080000000,2110000000,444,3.23,0.46,1.59,1.76,2.48,0,8.03,0.759,0.689,0.279,0.511,132450000,0
2368,VIRC,2.42,3.07,UP,67113478,Consumer Discretionary,-10400000,212300000,815,0,0,0.31,1.27,0,0.71,-0.65,0.194,-0.206,-0.19,-0.049,16110000,0.87
2369,VIRI,7.33,5.2,DOWN,5095848,Health Care,-16200000,0,5,0,0,0,0.25,0,0,-1.95,0.168,-0.954,0,0,18330000,0
2370,VIRT,25.25,28.68,UP,4092074163,Finance,359300000,2560000000,973,6.79,0,1.39,1.65,4.49,5.71,3.24,0.926,0.247,0.099,0.141,104960000,0.03
2371,VIRX,7.98,3.86,DOWN,153425365,Health Care,-47500000,0,31,0,0,0,1.71,0,0,-1.27,0.686,-0.56,0,0,37600000,1.27
2372,VISL,1.39,1.21,DOWN,19769113,Telecommunications,-18200000,36200000,131,0,0,0.54,0.38,0,0.01,-0.4,0.122,-0.318,-0.289,-0.503,47420000,1.65
2373,VITL,25.06,18.42,DOWN,537383236,Consumer Staples,-6300000,302000000,288,0,0,1.94,3.88,0,0,-0.16,0.643,-0.041,0.014,-0.021,40630000,0
2374,VIVE,4.42,1.15,DOWN,5932963,Health Care,-28900000,6800000,47,0,0,0.81,1.04,0,1.04,-2.72,0.1,-2.27,-1,0,10670000,0.46
2375,VIVK,13.5,9,DOWN,20955212,Energy,-800000,1000000,25,0,0,23.1,24.68,0,0.22,0,0.007,0,0,0,18060000,0.29
2376,VIVO,19.76,20.13,UP,1399935008,Health Care,43400000,343500000,765,32.47,1.91,4.05,3.8,15.84,0.07,0.98,0.971,0.123,0.193,0.126,43590000,0.27
2377,VJET,9.3,5.97,DOWN,23380774,Industrials,-2200000,26800000,253,0,0,0.81,0.67,0,0.99,-0.32,0.225,-0.074,-0.147,-0.083,7030000,1.65
2378,VKTX,5.8,4.64,DOWN,316339972,Health Care,-61700000,0,17,0,0,0,2.13,0,0,-0.8,0.359,-0.352,0,0,76500000,1.47
2379,VLDR,21.91,4.83,DOWN,214413600,Industrials,-185600000,48300000,407,0,0,3.77,0.68,0,0,-0.94,0.312,-0.665,-0.744,0,198950000,1.22
2380,VLGEA,22.09,23.22,UP,324017752,Consumer Staples,26100000,2060000000,2225,16.65,0,0.16,0.86,14.1,0.27,1.36,0.625,0.073,0.057,0.013,14160000,0.29
2381,VLNS,3.99,2.47,DOWN,63149476,Health Care,-235500000,85900000,445,0,0,0.93,0.7,0,0.82,-3.13,0.1535,-1.387,-0.176,0,80200000,1.83
2382,VLY,9.74,13.75,UP,6028114631,Finance,493600000,1670000000,3370,11.45,2.29,3.67,1.03,7.81,0.24,1.06,0.702,0.091,0.182,0.277,506300000,1.12
2383,VNDA,13.64,16.28,UP,594460966,Health Care,11000000,262700000,278,54.55,1.51,2.21,1.16,12.8,0,0.19,0,0.022,0.065,0.042,56510000,0.5
2384,VNET,33.88,8.98,DOWN,614297625,Technology,-22400000,914400000,3221,0,0,0.77,0.79,3,1.52,-0.16,0.711,-0.023,-0.005,-0.024,147700000,-0.14
2385,VOD,16.93,15.15,DOWN,32511202401,Telecommunications,2060000000,45050000000,96941,16.83,0,0.72,0.6,0,1.28,0.71,0.095,0,0.035,0,2750000000,0.77
2386,VOXX,11.79,10.27,DOWN,222373987,Consumer Staples,-42100000,610200000,1082,0,0,0.39,0.69,0,0.11,-1.73,0.427,-0.113,-0.083,-0.069,24420000,1.27
2387,VRA,7.69,8.48,UP,100291595,Consumer Discretionary,-25800000,513100000,2490,0,0,0.19,0.36,0,0,-0.84,0.643,-0.083,0.063,-0.05,31430000,1.81
2388,VRAY,6.41,5.32,DOWN,779246177,Health Care,-105700000,80600000,267,0,0,9.44,6.25,0,0.47,-0.61,0.889,-0.779,-0.457,0,180550000,1.02
2389,VRCA,12.04,9.53,DOWN,98625727,Health Care,-41000000,600000,38,0,0,141.98,3.54,0,2.6,-1.49,0.313,-1.424,-0.416,0,27520000,1.91
2390,VRDN,17.2,20.3,UP,783018597,Health Care,-98200000,900000,50,0,0,845.66,13.75,0,0,-4.61,0.721,-2.067,-1.479,0,39820000,0.87
2391,VREX,16.99,32.1,UP,886777500,Health Care,25900000,854300000,2200,34.53,6.91,1,1.65,23.47,0.8,0.62,0,0.052,0.069,0.03,39900000,0.82
2392,VRM,39.97,11.11,DOWN,145705097,Consumer Discretionary,-653500000,3230000000,1807,0,0,0.04,0.26,0,2.45,-4.76,0.372,-0.854,-0.176,-0.202,138070000,0
2393,VRME,3.71,3.26,DOWN,9905597,Technology,-7800000,5200000,7,0,0,2.04,0.79,0,0.15,-0.91,0.144,-0.403,-0.225,0,8220000,0.74
2394,VRNA,7.1,6.96,DOWN,769241638,Health Care,-54800000,40000000,24,0,0,22.54,6.75,0,0,-0.92,0.492,-0.396,-0.479,0,60600000,0.54
2395,VRNS,53.8,50.08,DOWN,2930778221,Technology,-138700000,457600000,2065,0,0,6.61,3.69,0,0.47,-1.27,0.993,-0.253,-0.127,-0.303,110450000,1.04
2396,VRNT,33.65,52.36,UP,2307693637,Technology,-14300000,899800000,4500,0,0,2.41,2.61,15.71,0,-0.22,0,-0.016,0.015,-0.016,64960000,0.97
2397,VRRM,12.83,15.38,UP,2605661524,Consumer Discretionary,86100000,689900000,1306,24.88,0.81,2.99,8.36,9.7,4.98,0.53,0,0.336,0.053,0.125,154690000,1.18
2398,VRSK,202.88,228.09,UP,28662457383,Consumer Discretionary,1050000000,3050000000,9367,26.21,2.81,8.82,10.25,51.28,1.72,6.48,0.959,0,0.129,0,156390000,0.85
2399,VRSN,213.58,254.31,UP,21341112593,Technology,824400000,1400000000,904,23.71,2.96,13.78,0,24.44,0,7.52,0.974,-0.595,1.651,0.591,107100000,1.01
2400,VRTS,212.63,297.43,UP,1245901461,Finance,132000000,954300000,668,9.8,0.29,1.26,1.58,3.08,2.75,17.04,0.901,0.252,0.075,0.214,7450000,1.63
2401,VRTX,229.43,222.45,DOWN,79669138083,Health Care,3270000000,8700000000,3900,24.41,2.87,9.06,6.09,20.67,0.03,12.67,0.946,0.285,0.225,0.376,256500000,0.43
2402,VSAT,31.93,44.73,UP,3103697727,Technology,-54100000,2800000000,7000,0,0,0.79,0.84,0,0.99,-0.72,0.842,-0.02,0.004,-0.019,74860000,1.34
2403,VSTA,13.96,4.26,DOWN,456283545,Real Estate,-20400000,211600000,1788,0,0,2.12,0.45,30.34,0.22,-0.24,0,-0.023,-0.006,-0.096,83480000,0
2404,VSTM,2.2,2.07,DOWN,88179000,Health Care,-78200000,3100000,48,0,0,22.03,1.3,0,0,-0.43,0.602,-1.009,-0.699,0,186460000,0.62
2405,VTGN,2.29,2.04,DOWN,27716070,Health Care,-60400000,1100000,38,0,0,21.09,0.51,0,0.02,-0.3,0.678,-0.89,-0.739,0,206600000,0.49
2406,VTNR,0.76,4.54,UP,645321330,Energy,-105800000,1090000000,282,0,0,0.54,5.58,0,2.34,-1.58,0.538,-1.118,-0.118,-0.067,67920000,2.1
2407,VTRS,18.54,13.55,DOWN,12253130399,Health Care,760800000,17190000000,37000,17.3,0,0.76,0.66,5.14,1.06,0.63,0.759,0.037,-0.015,0.044,1210000000,1.19
2408,VTRU,14.34,14.1,DOWN,660564732,Real Estate,15100000,154400000,6036,35.34,6.29,4.22,1.7,39.45,1.34,0.62,0.789,0.064,0.081,0.098,25500000,0
2409,VTSI,3.42,7.03,UP,56510064,Industrials,2700000,29500000,121,19.12,0.55,1.84,1.58,0,0.25,0.25,0.116,0.085,0.064,0.092,10870000,0.73
2410,VTVT,2,1,DOWN,71738161,Health Care,-18300000,5000000,9,0,0,18.76,0,0,0,-0.27,0.045,1.528,2.317,0,70370000,-1.25
2411,VUZI,8.48,8.73,UP,320914639,Technology,-45500000,11800000,106,0,0,22.34,2.06,0,0,-0.71,0.441,-0.323,-0.278,0,63740000,2.09
2412,VVOS,6.01,2.38,DOWN,16568726,Health Care,-22400000,16900000,158,0,0,0.9,0.63,0,0,-1.04,0.087,-0.777,-0.752,0,21230000,0
2413,VVPR,8.85,3.21,DOWN,11977004,Industrials,-20900000,22400000,242,0,0,0.38,0.34,0,1.3,-1.01,0.08,-0.625,-0.247,-0.961,20970000,3.32
2414,VWE,10.31,11.73,UP,168725033,Consumer Staples,-600000,293800000,586,0,0,0.46,0.37,0,0.93,-0.01,0.564,-0.002,-0.013,-0.002,60670000,0
2415,VXRT,6.33,6.44,UP,211265536,Health Care,-92900000,400000,110,0,0,410.85,1.12,0,0,-0.74,0.361,-0.529,-0.368,0,126430000,0.81
2416,VYGR,7.26,2.86,DOWN,200967478,Health Care,-59800000,30900000,101,0,0,6.27,3.25,47.26,0,-1.57,0.585,-0.752,0,0,38300000,0.89
2417,VYNE,6.48,1.08,DOWN,15255464,Health Care,-49800000,6700000,28,0,0,2.04,0.3,0,0,-0.92,0.17,-0.693,-1.391,0,57930000,1.24
2418,VYNT,14.6,6.9,DOWN,14301867,Health Care,-15800000,1250000,34,1.13,0.03,43.62,2.65,0,0.03,1.34,0.068,0,-0.573,0,29410000,1.73
2419,WABC,56.05,57.64,UP,1698733329,Finance,104400000,195600000,640,15.81,5.27,8.46,2.67,39.11,0,3.88,0.75,0.119,0.17,0.455,26890000,0.68
2420,WAFD,25.57,33.25,UP,2538402046,Finance,221700000,666400000,2082,11.02,1.57,3.67,1.27,21.2,0,3.39,0.868,0.099,0.249,0.277,65320000,0.89
2421,WAFU,3.91,3.88,DOWN,8981118,Real Estate,700000,11500000,147,12.98,0,0.81,0.86,8.44,0,0.17,0.002,0.071,0.072,0.065,4440000,0.81
2422,WASH,44.45,56.73,UP,837086250,Finance,75100000,174100000,623,11.01,2.2,4.71,1.72,8,0.05,4.31,0.739,0.138,0.213,0.417,17300000,0.79
2423,WATT,1.89,1.26,DOWN,95690967,Industrials,-36100000,900000,48,0,0,93.21,2.29,0,0,-0.51,0.089,-0.973,-0.882,0,77120000,2.6
2424,WAVD,1.4,4.89,UP,17978067,Technology,-5000000,14200000,51,0,0,1.15,0.92,0,0,-0.31,0.032,-0.109,-0.064,-0.08,17300000,3.11
2425,WB,40.66,31.42,DOWN,2676697582,Technology,258200000,2160000000,6147,11.16,0,1.28,0.84,0,0.71,1.1,0.435,0.075,0.075,0.12,235520000,0.53
2426,WBA,41.4,51.99,UP,31582974083,Consumer Staples,4340000000,1.33E+11,200000,7.38,5.75,0.24,1.26,63.59,0.5,5,0.596,0.166,0.046,0.033,864500000,0.71
2427,WDAY,228.08,276.5,UP,40020480000,Technology,-196200000,5670000000,16918,0,0,6.26,6.69,23.06,0.8,-0.78,0.905,-0.042,-0.016,-0.035,254350000,1.28
2428,WDC,52.23,65.37,UP,10950870071,Technology,917000000,17480000000,65000,11.82,0,0.6,0.88,7.44,0.57,2.91,0.875,0.153,0.092,0.104,317650000,1.53
2429,WDFC,258.65,244.52,DOWN,2171565967,Industrials,67100000,518800000,583,32.74,3.27,4.3,11.57,0,0.78,4.9,0.952,0.344,0.211,0.129,13620000,-0.22
2430,WEN,21.38,23.87,UP,4418874001,Consumer Discretionary,178900000,1970000000,14500,25.8,2.47,2.27,10.62,47.42,8.15,0.81,0.719,0.385,0.091,0.091,213670000,0.9
2431,WERN,38.8,47.67,UP,2479011457,Industrials,266600000,3070000000,13525,9.53,1.46,0.78,1.84,0,0.34,4.02,0.894,0.2,0.128,0.087,64390000,0.79
2432,WETF,5.4,6.12,UP,796689209,Finance,20400000,311500000,264,44.96,22.26,2.45,2.92,15.06,1.24,0.12,0.763,0.078,0.114,0.065,143050000,1.46
2433,WEYS,15.78,23.17,UP,247574413,Consumer Discretionary,24000000,318900000,439,9.74,0,0.74,1.13,0,0.03,2.47,0.249,0.117,0.094,0.073,9550000,0.76
2434,WFCF,13.8,15.16,UP,67513722,Technology,2300000,23800000,87,30.74,0,2.97,5.2,19.64,0,0.38,0.204,0.171,0.196,0.098,6010000,0.72
2435,WFRD,5.74,26.3,UP,2956030672,Industrials,-207000000,4090000000,17000,0,0,0.71,6.42,24.18,5.25,-2.97,0.976,-0.463,-0.048,-0.051,71000000,0
2436,WHLM,4.61,5.2,UP,20887243,Consumer Discretionary,2800000,64600000,80,7.6,0,0.34,0.97,6.25,0.01,0.55,0.502,0.132,0.157,0.044,5160000,0.69
2437,WHLR,2.78,1.93,DOWN,16598649,Real Estate,-13700000,62100000,36,0,0,0.28,0,1.62,0,-1.41,0.282,0.329,0.066,-0.221,9730000,2.59
2438,WILC,22.25,19.2,DOWN,179883601,Consumer Discretionary,8200000,131900000,182,23.5,1.57,1.46,1.19,52.18,0.01,0.59,0.091,0.051,0.064,0.062,13870000,0.57
2439,WIMI,5.79,3.09,DOWN,88442202,Technology,-32300000,127900000,210,0,0,0.48,0.35,0,0.07,-0.38,0.475,0,-0.19,-0.253,86110000,0
2440,WINA,188,244.7,UP,861406038,Miscellaneous,40800000,80700000,85,21.94,0,10.48,0,70.45,0,11.2,0.718,-0.698,4.869,0.506,3440000,0.78
2441,WING,130.37,176.39,UP,4762687696,Consumer Discretionary,42200000,324700000,890,110.64,5.61,14.69,0,0,0,1.41,0,-0.109,0.36,0.13,29910000,1.61
